A,B,C,fit,strange,score,text
A13,B04,C11,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Cyprus water scarcity: desalination dependence, reservoirs below 20% (2025) || Container shipping standard (TEU): one box fits every ship, truck, crane"
A13,B04,C12,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Cyprus water scarcity: desalination dependence, reservoirs below 20% (2025) || Speedrun/leaderboard gaming: public live competition drives behaviour"
A13,B04,C13,3,2,6,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Cyprus water scarcity: desalination dependence, reservoirs below 20% (2025) || Tontine / rotating savings club (ROSCA): members fund each other in turn"
A13,B04,C14,1,2,2,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Cyprus water scarcity: desalination dependence, reservoirs below 20% (2025) || Prediction market: price aggregates dispersed knowledge into a probability"
A13,B04,C15,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Cyprus water scarcity: desalination dependence, reservoirs below 20% (2025) || Pharmacovigilance: tiny signals from many reports detect rare problems early"
A13,B05,C01,4,3,12,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Tourism seasonality: Cyprus hotels/staff idle half the year || Airline yield management: price changes by demand minute to minute
A13,B05,C02,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Tourism seasonality: Cyprus hotels/staff idle half the year || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A13,B05,C03,2,3,6,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Tourism seasonality: Cyprus hotels/staff idle half the year || Blood-bank / organ matching: time-critical allocation of scarce perishable supply
A13,B05,C04,2,2,4,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Tourism seasonality: Cyprus hotels/staff idle half the year || Reinsurance: pooling many small risks and selling slices to big capital
A13,B05,C05,2,3,6,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Tourism seasonality: Cyprus hotels/staff idle half the year || Air-traffic control: live deconfliction of many actors in shared space
A13,B05,C06,3,3,9,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Tourism seasonality: Cyprus hotels/staff idle half the year || Spotify royalties: tiny usage events settled into automatic payouts
A13,B05,C07,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Tourism seasonality: Cyprus hotels/staff idle half the year || Carfax-style history report built from many third-party events
A13,B05,C08,2,3,6,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Tourism seasonality: Cyprus hotels/staff idle half the year || Ant colony / stigmergy: coordination through traces left in the environment
A13,B05,C09,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Tourism seasonality: Cyprus hotels/staff idle half the year || Clinical triage: route cases by urgency with a short standard question set
A13,B05,C10,4,2,8,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Tourism seasonality: Cyprus hotels/staff idle half the year || Futures market: sell next season's output today to lock a price
A13,B05,C11,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Tourism seasonality: Cyprus hotels/staff idle half the year || Container shipping standard (TEU): one box fits every ship, truck, crane"
A13,B05,C12,3,3,9,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Tourism seasonality: Cyprus hotels/staff idle half the year || Speedrun/leaderboard gaming: public live competition drives behaviour
A13,B05,C13,5,2,10,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Tourism seasonality: Cyprus hotels/staff idle half the year || Tontine / rotating savings club (ROSCA): members fund each other in turn
A13,B05,C14,3,2,6,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Tourism seasonality: Cyprus hotels/staff idle half the year || Prediction market: price aggregates dispersed knowledge into a probability
A13,B05,C15,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Tourism seasonality: Cyprus hotels/staff idle half the year || Pharmacovigilance: tiny signals from many reports detect rare problems early
A13,B06,C01,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Airline yield management: price changes by demand minute to minute
A13,B06,C02,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A13,B06,C03,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Blood-bank / organ matching: time-critical allocation of scarce perishable supply
A13,B06,C04,1,2,2,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Reinsurance: pooling many small risks and selling slices to big capital
A13,B06,C05,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Air-traffic control: live deconfliction of many actors in shared space
A13,B06,C06,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Spotify royalties: tiny usage events settled into automatic payouts
A13,B06,C07,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Carfax-style history report built from many third-party events
A13,B06,C08,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Ant colony / stigmergy: coordination through traces left in the environment
A13,B06,C09,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Clinical triage: route cases by urgency with a short standard question set
A13,B06,C10,2,2,4,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Futures market: sell next season's output today to lock a price
A13,B06,C11,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Container shipping standard (TEU): one box fits every ship, truck, crane"
A13,B06,C12,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Speedrun/leaderboard gaming: public live competition drives behaviour
A13,B06,C13,3,2,6,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Tontine / rotating savings club (ROSCA): members fund each other in turn
A13,B06,C14,1,2,2,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Prediction market: price aggregates dispersed knowledge into a probability
A13,B06,C15,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Pharmacovigilance: tiny signals from many reports detect rare problems early
A13,B07,C01,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Farmers lose crops to heat/drought with slow or no insurance payout || Airline yield management: price changes by demand minute to minute
A13,B07,C02,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Farmers lose crops to heat/drought with slow or no insurance payout || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A13,B07,C03,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Farmers lose crops to heat/drought with slow or no insurance payout || Blood-bank / organ matching: time-critical allocation of scarce perishable supply
A13,B07,C04,2,2,4,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Farmers lose crops to heat/drought with slow or no insurance payout || Reinsurance: pooling many small risks and selling slices to big capital
A13,B07,C05,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Farmers lose crops to heat/drought with slow or no insurance payout || Air-traffic control: live deconfliction of many actors in shared space
A13,B07,C06,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Farmers lose crops to heat/drought with slow or no insurance payout || Spotify royalties: tiny usage events settled into automatic payouts
A13,B07,C07,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Farmers lose crops to heat/drought with slow or no insurance payout || Carfax-style history report built from many third-party events
A13,B07,C08,0,2,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Farmers lose crops to heat/drought with slow or no insurance payout || Ant colony / stigmergy: coordination through traces left in the environment
A13,B07,C09,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Farmers lose crops to heat/drought with slow or no insurance payout || Clinical triage: route cases by urgency with a short standard question set
A13,B07,C10,3,2,6,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Farmers lose crops to heat/drought with slow or no insurance payout || Futures market: sell next season's output today to lock a price
A13,B07,C11,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Farmers lose crops to heat/drought with slow or no insurance payout || Container shipping standard (TEU): one box fits every ship, truck, crane"
A13,B07,C12,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Farmers lose crops to heat/drought with slow or no insurance payout || Speedrun/leaderboard gaming: public live competition drives behaviour
A13,B07,C13,3,2,6,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Farmers lose crops to heat/drought with slow or no insurance payout || Tontine / rotating savings club (ROSCA): members fund each other in turn
A13,B07,C14,1,2,2,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Farmers lose crops to heat/drought with slow or no insurance payout || Prediction market: price aggregates dispersed knowledge into a probability
A13,B07,C15,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Farmers lose crops to heat/drought with slow or no insurance payout || Pharmacovigilance: tiny signals from many reports detect rare problems early
A13,B08,C01,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Food waste: ~130 kg per EU citizen/year, retail+hospitality large share || Airline yield management: price changes by demand minute to minute"
A13,B08,C02,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Food waste: ~130 kg per EU citizen/year, retail+hospitality large share || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A13,B08,C03,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Food waste: ~130 kg per EU citizen/year, retail+hospitality large share || Blood-bank / organ matching: time-critical allocation of scarce perishable supply"
A13,B08,C04,1,2,2,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Food waste: ~130 kg per EU citizen/year, retail+hospitality large share || Reinsurance: pooling many small risks and selling slices to big capital"
A13,B08,C05,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Food waste: ~130 kg per EU citizen/year, retail+hospitality large share || Air-traffic control: live deconfliction of many actors in shared space"
A13,B08,C06,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Food waste: ~130 kg per EU citizen/year, retail+hospitality large share || Spotify royalties: tiny usage events settled into automatic payouts"
A13,B08,C07,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Food waste: ~130 kg per EU citizen/year, retail+hospitality large share || Carfax-style history report built from many third-party events"
A13,B08,C08,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Food waste: ~130 kg per EU citizen/year, retail+hospitality large share || Ant colony / stigmergy: coordination through traces left in the environment"
A13,B08,C09,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Food waste: ~130 kg per EU citizen/year, retail+hospitality large share || Clinical triage: route cases by urgency with a short standard question set"
A13,B08,C10,2,2,4,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Food waste: ~130 kg per EU citizen/year, retail+hospitality large share || Futures market: sell next season's output today to lock a price"
A13,B08,C11,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Food waste: ~130 kg per EU citizen/year, retail+hospitality large share || Container shipping standard (TEU): one box fits every ship, truck, crane"
A13,B08,C12,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Food waste: ~130 kg per EU citizen/year, retail+hospitality large share || Speedrun/leaderboard gaming: public live competition drives behaviour"
A13,B08,C13,3,2,6,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Food waste: ~130 kg per EU citizen/year, retail+hospitality large share || Tontine / rotating savings club (ROSCA): members fund each other in turn"
A13,B08,C14,1,2,2,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Food waste: ~130 kg per EU citizen/year, retail+hospitality large share || Prediction market: price aggregates dispersed knowledge into a probability"
A13,B08,C15,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Food waste: ~130 kg per EU citizen/year, retail+hospitality large share || Pharmacovigilance: tiny signals from many reports detect rare problems early"
A13,B09,C01,2,3,6,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Island grid curtailment: Cyprus wastes solar output at midday (no interconnector) || Airline yield management: price changes by demand minute to minute
A13,B09,C02,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Island grid curtailment: Cyprus wastes solar output at midday (no interconnector) || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A13,B09,C03,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Island grid curtailment: Cyprus wastes solar output at midday (no interconnector) || Blood-bank / organ matching: time-critical allocation of scarce perishable supply
A13,B09,C04,1,2,2,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Island grid curtailment: Cyprus wastes solar output at midday (no interconnector) || Reinsurance: pooling many small risks and selling slices to big capital
A13,B09,C05,2,3,6,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Island grid curtailment: Cyprus wastes solar output at midday (no interconnector) || Air-traffic control: live deconfliction of many actors in shared space
A13,B09,C06,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Island grid curtailment: Cyprus wastes solar output at midday (no interconnector) || Spotify royalties: tiny usage events settled into automatic payouts
A13,B09,C07,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Island grid curtailment: Cyprus wastes solar output at midday (no interconnector) || Carfax-style history report built from many third-party events
A13,B09,C08,2,3,6,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Island grid curtailment: Cyprus wastes solar output at midday (no interconnector) || Ant colony / stigmergy: coordination through traces left in the environment
A13,B09,C09,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Island grid curtailment: Cyprus wastes solar output at midday (no interconnector) || Clinical triage: route cases by urgency with a short standard question set
A13,B09,C10,2,2,4,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Island grid curtailment: Cyprus wastes solar output at midday (no interconnector) || Futures market: sell next season's output today to lock a price
A13,B09,C11,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Island grid curtailment: Cyprus wastes solar output at midday (no interconnector) || Container shipping standard (TEU): one box fits every ship, truck, crane"
A13,B09,C12,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Island grid curtailment: Cyprus wastes solar output at midday (no interconnector) || Speedrun/leaderboard gaming: public live competition drives behaviour
A13,B09,C13,3,2,6,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Island grid curtailment: Cyprus wastes solar output at midday (no interconnector) || Tontine / rotating savings club (ROSCA): members fund each other in turn
A13,B09,C14,1,2,2,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Island grid curtailment: Cyprus wastes solar output at midday (no interconnector) || Prediction market: price aggregates dispersed knowledge into a probability
A13,B09,C15,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Island grid curtailment: Cyprus wastes solar output at midday (no interconnector) || Pharmacovigilance: tiny signals from many reports detect rare problems early
A13,B10,C01,2,2,4,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || SMEs can't get credit: thin files, no collateral (SAFE survey) || Airline yield management: price changes by demand minute to minute"
A13,B10,C02,3,2,6,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || SMEs can't get credit: thin files, no collateral (SAFE survey) || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A13,B10,C03,1,2,2,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || SMEs can't get credit: thin files, no collateral (SAFE survey) || Blood-bank / organ matching: time-critical allocation of scarce perishable supply"
A13,B10,C04,3,0,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || SMEs can't get credit: thin files, no collateral (SAFE survey) || Reinsurance: pooling many small risks and selling slices to big capital"
A13,B10,C05,1,2,2,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || SMEs can't get credit: thin files, no collateral (SAFE survey) || Air-traffic control: live deconfliction of many actors in shared space"
A13,B10,C06,3,2,6,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || SMEs can't get credit: thin files, no collateral (SAFE survey) || Spotify royalties: tiny usage events settled into automatic payouts"
A13,B10,C07,2,2,4,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || SMEs can't get credit: thin files, no collateral (SAFE survey) || Carfax-style history report built from many third-party events"
A13,B10,C08,1,2,2,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || SMEs can't get credit: thin files, no collateral (SAFE survey) || Ant colony / stigmergy: coordination through traces left in the environment"
A13,B10,C09,1,2,2,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || SMEs can't get credit: thin files, no collateral (SAFE survey) || Clinical triage: route cases by urgency with a short standard question set"
A13,B10,C10,3,0,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || SMEs can't get credit: thin files, no collateral (SAFE survey) || Futures market: sell next season's output today to lock a price"
A13,B10,C11,2,2,4,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || SMEs can't get credit: thin files, no collateral (SAFE survey) || Container shipping standard (TEU): one box fits every ship, truck, crane"
A13,B10,C12,1,2,2,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || SMEs can't get credit: thin files, no collateral (SAFE survey) || Speedrun/leaderboard gaming: public live competition drives behaviour"
A13,B10,C13,5,0,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || SMEs can't get credit: thin files, no collateral (SAFE survey) || Tontine / rotating savings club (ROSCA): members fund each other in turn"
A13,B10,C14,3,0,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || SMEs can't get credit: thin files, no collateral (SAFE survey) || Prediction market: price aggregates dispersed knowledge into a probability"
A13,B10,C15,2,2,4,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || SMEs can't get credit: thin files, no collateral (SAFE survey) || Pharmacovigilance: tiny signals from many reports detect rare problems early"
A13,B11,C01,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Used goods and repairs lack trusted history, so resale value collapses || Airline yield management: price changes by demand minute to minute"
A13,B11,C02,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Used goods and repairs lack trusted history, so resale value collapses || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A13,B11,C03,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Used goods and repairs lack trusted history, so resale value collapses || Blood-bank / organ matching: time-critical allocation of scarce perishable supply"
A13,B11,C04,1,2,2,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Used goods and repairs lack trusted history, so resale value collapses || Reinsurance: pooling many small risks and selling slices to big capital"
A13,B11,C05,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Used goods and repairs lack trusted history, so resale value collapses || Air-traffic control: live deconfliction of many actors in shared space"
A13,B11,C06,2,3,6,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Used goods and repairs lack trusted history, so resale value collapses || Spotify royalties: tiny usage events settled into automatic payouts"
A13,B11,C07,2,3,6,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Used goods and repairs lack trusted history, so resale value collapses || Carfax-style history report built from many third-party events"
A13,B11,C08,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Used goods and repairs lack trusted history, so resale value collapses || Ant colony / stigmergy: coordination through traces left in the environment"
A13,B11,C09,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Used goods and repairs lack trusted history, so resale value collapses || Clinical triage: route cases by urgency with a short standard question set"
A13,B11,C10,2,2,4,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Used goods and repairs lack trusted history, so resale value collapses || Futures market: sell next season's output today to lock a price"
A13,B11,C11,2,3,6,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Used goods and repairs lack trusted history, so resale value collapses || Container shipping standard (TEU): one box fits every ship, truck, crane"
A13,B11,C12,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Used goods and repairs lack trusted history, so resale value collapses || Speedrun/leaderboard gaming: public live competition drives behaviour"
A13,B11,C13,3,2,6,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Used goods and repairs lack trusted history, so resale value collapses || Tontine / rotating savings club (ROSCA): members fund each other in turn"
A13,B11,C14,2,2,4,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Used goods and repairs lack trusted history, so resale value collapses || Prediction market: price aggregates dispersed knowledge into a probability"
A13,B11,C15,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Used goods and repairs lack trusted history, so resale value collapses || Pharmacovigilance: tiny signals from many reports detect rare problems early"
A13,B12,C01,4,3,12,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Airline yield management: price changes by demand minute to minute"
A13,B12,C02,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A13,B12,C03,2,3,6,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Blood-bank / organ matching: time-critical allocation of scarce perishable supply"
A13,B12,C04,2,2,4,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Reinsurance: pooling many small risks and selling slices to big capital"
A13,B12,C05,2,3,6,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Air-traffic control: live deconfliction of many actors in shared space"
A13,B12,C06,3,3,9,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Spotify royalties: tiny usage events settled into automatic payouts"
A13,B12,C07,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Carfax-style history report built from many third-party events"
A13,B12,C08,2,3,6,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Ant colony / stigmergy: coordination through traces left in the environment"
A13,B12,C09,2,3,6,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Clinical triage: route cases by urgency with a short standard question set"
A13,B12,C10,4,2,8,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Futures market: sell next season's output today to lock a price"
A13,B12,C11,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Container shipping standard (TEU): one box fits every ship, truck, crane"
A13,B12,C12,2,3,6,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Speedrun/leaderboard gaming: public live competition drives behaviour"
A13,B12,C13,5,2,10,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Tontine / rotating savings club (ROSCA): members fund each other in turn"
A13,B12,C14,3,2,6,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Prediction market: price aggregates dispersed knowledge into a probability"
A13,B12,C15,2,3,6,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Pharmacovigilance: tiny signals from many reports detect rare problems early"
A13,B13,C01,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Airline yield management: price changes by demand minute to minute
A13,B13,C02,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A13,B13,C03,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Blood-bank / organ matching: time-critical allocation of scarce perishable supply
A13,B13,C04,1,2,2,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Reinsurance: pooling many small risks and selling slices to big capital
A13,B13,C05,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Air-traffic control: live deconfliction of many actors in shared space
A13,B13,C06,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Spotify royalties: tiny usage events settled into automatic payouts
A13,B13,C07,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Carfax-style history report built from many third-party events
A13,B13,C08,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Ant colony / stigmergy: coordination through traces left in the environment
A13,B13,C09,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Clinical triage: route cases by urgency with a short standard question set
A13,B13,C10,2,2,4,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Futures market: sell next season's output today to lock a price
A13,B13,C11,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Container shipping standard (TEU): one box fits every ship, truck, crane"
A13,B13,C12,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Speedrun/leaderboard gaming: public live competition drives behaviour
A13,B13,C13,3,2,6,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Tontine / rotating savings club (ROSCA): members fund each other in turn
A13,B13,C14,1,2,2,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Prediction market: price aggregates dispersed knowledge into a probability
A13,B13,C15,0,3,0,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Pharmacovigilance: tiny signals from many reports detect rare problems early
A13,B14,C01,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Airline yield management: price changes by demand minute to minute"
